playerId,name,fullName,nationality,role,battingHand,playerJsonBowlingType,playerJsonBowlingHand,playerJsonBowlingStyle,metadataFoundForSameId,metadataName,metadataCountry,metadataBowlingType,metadataBowlingHand,metadataBowlingStyle,hasCricsheetRegisterMatch,cricsheetId
436677,Soumya Sarkar,Soumya Sarkar,Bangladesh,all-rounder,left,pace,right,Right-arm medium-fast,yes,Soumya Sarkar,Bangladesh,pace,right,Right-arm medium-fast,yes,4d9f9686
1163490,Sumon Khan,Sumon Khan,Bangladesh,bowler,left,pace,right,Right-arm medium,yes,Sumon Khan,Bangladesh,pace,right,Right-arm medium,yes,a84ccd7d
401057,Taijul Islam,Taijul Islam,Bangladesh,bowler,left,spin,left,Slow left-arm orthodox,yes,Taijul Islam,Bangladesh,spin,left,Slow left-arm orthodox,yes,9d1d34bd
932665,Tanvir Islam,Tanvir Islam,Bangladesh,bowler,left,spin,left,Slow left-arm orthodox,yes,Tanvir Islam,Bangladesh,spin,left,Slow left-arm orthodox,yes,aa467af0
990023,Tanzid Hasan,Tanzid Hasan Tamim,Bangladesh,batsman,left,,,,yes,Tanzid Hasan,Bangladesh,,,,yes,80fe764d
1139520,Tanzim Hasan Sakib,Tanzim Hasan Sakib,Bangladesh,all-rounder,right,pace,right,Right-arm fast-medium,yes,Tanzim Hasan Sakib,Bangladesh,pace,right,Right-arm fast-medium,yes,0b0cc297
538506,Taskin Ahmed,Taskin Ahmed,Bangladesh,bowler,left,pace,right,Right-arm fast,yes,Taskin Ahmed,Bangladesh,pace,right,Right-arm fast,yes,ef18b66e
990031,Towhid Hridoy,Md Towhid Hridoy,Bangladesh,batsman,right,spin,right,Off Break,yes,Towhid Hridoy,Bangladesh,spin,right,Right-arm offbreak,yes,9e52a414
697059,Zakir Hasan,Mohammad Zakir Hasan,Bangladesh,batsman,left,,,,yes,Zakir Hasan,Bangladesh,,,,yes,e3e09091
244497,Adil Rashid,Adil Usman Rashid,England,all-rounder,right,spin,right,Leg Break,yes,Adil Rashid,England,spin,right,Legbreak,yes,249d60c9
460756,Alex Lees,Alexander Zak Lees,England,bowler,left,spin,right,Leg Break,yes,Alex Lees,England,spin,right,Legbreak,yes,c9c0fe50
521637,Ben Duckett,Ben Matthew Duckett,England,batsman,left,spin,right,Off Break,yes,Ben Duckett,England,spin,right,Right-arm offbreak,yes,5f26f677
364788,Ben Foakes,Benjamin Thomas Foakes,England,wicketkeeper-batsman,right,,,,yes,Ben Foakes,England,,,,yes,fd770945
311158,Ben Stokes,Benjamin Andrew Stokes,England,all-rounder,left,pace,right,Right-arm fast-medium,yes,Ben Stokes,England,pace,right,Right-arm fast-medium,yes,e087956b
596417,Brydon Carse,Brydon Alexander Carse,England,bowler,right,pace,right,Right-arm fast-medium,yes,Brydon Carse,England,pace,right,Right-arm fast-medium,yes,cad40f5e
288992,Chris Jordan,Christopher James Jordan,England,bowler,right,pace,right,Right-arm fast-medium,yes,Chris Jordan,England,pace,right,Right-arm fast-medium,yes,ffe699c0
464626,Craig Overton,Craig Overton,England,bowler,right,pace,right,Right-arm medium-fast,yes,Craig Overton,England,pace,right,Right-arm medium-fast,yes,e9987a94
1172968,Dan Mousley,Daniel Richard Mousley,England,batsman,left,spin,right,Off Break,yes,Dan Mousley,England,spin,right,Right-arm offbreak,yes,876dbe2d
641423,Daniel Lawrence,Daniel William Lawrence,England,all-rounder,right,spin,right,Off Break,yes,Dan Lawrence,England,spin,right,Right-arm offbreak,yes,4b685e2d
362710,David Payne,David Alan Payne,England,bowler,right,pace,left,Left-arm fast-medium,yes,David Payne,England,pace,left,Left-arm fast-medium,yes,6c79c098
646847,Dom Bess,Dominic Mark Bess,England,bowler,right,spin,right,Off Break,yes,Dom Bess,England,spin,right,Right-arm offbreak,yes,ad46c747
519082,Dom Sibley,Dominic Peter Sibley,England,batsman,right,spin,right,Leg Break,yes,Dom Sibley,England,spin,right,Legbreak,yes,97e434a6
1148593,Emilio Gay,Emilio Nico Gay,England,batsman,left,pace,right,Right-arm medium,yes,Emilio Gay,England,pace,right,Right-arm medium,yes,aa710a58
643433,George Garton,George Henry Simmons Garton,England,bowler,left,pace,left,Left-arm fast,yes,George Garton,England,pace,left,Left-arm fast,yes,be869ccf
857979,George Scrimshaw,George Louis Sheridan Scrimshaw,England,bowler,right,pace,right,Right-arm medium-fast,yes,George Scrimshaw,England,pace,right,Right-arm medium-fast,yes,95a06106
1039481,Gus Atkinson,Angus Alexander Patrick Atkinson,England,all-rounder,right,pace,right,Right-arm fast-medium,yes,Gus Atkinson,England,pace,right,Right-arm fast-medium,yes,70d57519
911707,Harry Brook,Harry Cherrington Brook,England,batsman,right,pace,right,Right-arm medium,yes,Harry Brook,England,pace,right,Right-arm medium,yes,4ae1755b
632172,Haseeb Hameed,Haseeb Hameed,England,bowler,right,spin,right,Leg Break,yes,Haseeb Hameed,England,spin,right,Legbreak,yes,fe0c5457
455524,Jack Leach,Matthew Jack Leach,England,all-rounder,left,spin,left,Slow left-arm orthodox,yes,Jack Leach,England,spin,left,Slow left-arm orthodox,yes,3987e390
1194959,Jacob Bethell,Jacob Graham Bethell,England,all-rounder,left,spin,left,Slow left-arm orthodox,yes,Jacob Bethell,England,spin,left,Slow left-arm orthodox,yes,3c55c703
296597,James Vince,James Michael Vince,England,batsman,right,pace,right,Right-arm medium,yes,James Vince,England,pace,right,Right-arm medium,yes,a15618fe
510530,Jamie Overton,Jamie Overton,England,all-rounder,right,pace,right,Right-arm fast,yes,Jamie Overton,England,pace,right,Right-arm fast,yes,59559bc2
1096092,Jamie Smith,Jamie Luke Smith,England,wicketkeeper-batsman,right,,,,yes,Jamie Smith,England,,,,yes,c834c290
669855,Jofra Archer,Jofra Chioke Archer,England,all-rounder,right,pace,right,Right-arm fast,yes,Jofra Archer,England,pace,right,Right-arm fast,yes,5574750c
21440,John Simpson,John Andrew Simpson,England,batsman,left,,,,yes,John Simpson,England,,,,yes,f05fe9b1
1261866,John Turner,John Andrew Turner,England,bowler,right,pace,right,Right-arm fast-medium,yes,John Turner,England,pace,right,Right-arm fast-medium,yes,cdd875d9
297433,Jonny Bairstow,Jonathan Marc Bairstow,England,wicketkeeper-batsman,right,pace,right,Right-arm medium,yes,Jonny Bairstow,England,pace,right,Right-arm medium,yes,abb83e27
1112537,Jordan Cox,Jordan Matthew Cox,England,batsman,right,,,,yes,Jordan Cox,England,,,,yes,ff154ecd
308967,Jos Buttler,Joseph Charles Buttler,England,wicketkeeper-batsman,right,,,,yes,Jos Buttler,England,,,,yes,99b75528
303669,Jos Root,Joseph Edward Root,England,all-rounder,right,spin,right,Off Break,yes,Joe Root,England,spin,right,Right-arm offbreak,yes,a343262c
1330163,Josh Hull,Joshua Owen Hull,England,bowler,left,pace,left,Left-arm fast-medium,yes,Josh Hull,England,pace,left,Left-arm fast-medium,yes,1cc0a83d
857975,Josh Tongue,Joshua Charles Tongue,England,bowler,right,pace,right,Right-arm fast-medium,yes,Josh Tongue,England,pace,right,Right-arm fast-medium,yes,1f1b4c89
362201,Lewis Gregory,Lewis Gregory,England,bowler,right,pace,right,Right-arm medium-fast,yes,Lewis Gregory,England,pace,right,Right-arm medium-fast,yes,06c2de82
211855,Liam Dawson,Liam Andrew Dawson,England,bowler,right,spin,left,Slow left-arm orthodox,yes,Liam Dawson,England,spin,left,Slow left-arm orthodox,yes,4a461c24
403902,Liam Livingstone,Liam Stephen Livingstone,England,all-rounder,right,spin,right,Off Break,yes,Liam Livingstone,England,spin,right,Right-arm offbreak,yes,50c6bc2b
573170,Luke Wood,Luke Wood,England,bowler,left,pace,left,Left-arm fast-medium,yes,Luke Wood,England,pace,left,Left-arm fast-medium,yes,65b6943c
351588,Mark Wood,Mark Andrew Wood,England,all-rounder,right,pace,right,Right-arm fast,yes,Mark Wood,England,pace,right,Right-arm fast,yes,8d92a2c3
639080,Matthew Fisher,Matthew David Fisher,England,bowler,right,pace,right,Right-arm fast-medium,yes,Matthew Fisher,England,pace,right,Right-arm fast-medium,yes,8f2dfebf
653695,Matthew Parkinson,Matthew William Parkinson,England,bowler,right,spin,right,Leg Break,yes,Matt Parkinson,England,spin,right,Legbreak,yes,19708692
1027781,Matthew Potts,Matthew James Potts,England,bowler,right,pace,right,Right-arm fast-medium,yes,Matthew Potts,England,pace,right,Right-arm fast-medium,yes,894b2d25
887207,Ollie Pope,Oliver John Douglas Pope,England,wicketkeeper-batsman,right,,,,yes,Ollie Pope,England,,,,yes,e94bc520
527776,Ollie Robinson,Oliver Edward Robinson,England,all-rounder,right,pace,right,Right-arm medium-fast,yes,Ollie Robinson,England,pace,right,Right-arm medium-fast,yes,0f3ee070
457279,Olly Stone,Oliver Peter Stone,England,bowler,right,pace,right,Right-arm fast,yes,Olly Stone,England,pace,right,Right-arm fast,yes,3f659464
669365,Phil Salt,Philip Dean Salt,England,batsman,right,spin,right,Off Break,yes,Phil Salt,England,spin,right,Right-arm offbreak,yes,3d284ca3
461632,Reece Topley,Reece James William Topley,England,bowler,right,pace,left,Left-arm fast-medium,yes,Reece Topley,England,pace,left,Left-arm fast-medium,yes,8db7f47f
1263691,Rehan Ahmed,Rehan Ahmed,England,all-rounder,right,spin,right,Leg Break Googly,yes,Rehan Ahmed,England,spin,right,Legbreak googly,yes,0ecb4de6
473191,Richard Gleeson,Richard James Gleeson,England,bowler,right,pace,right,Right-arm fast-medium,yes,Richard Gleeson,England,pace,right,Right-arm fast-medium,yes,402f8494
398778,Rory Burns,Rory Joseph Burns,England,batsman,left,pace,right,Right-arm medium,yes,Rory Burns,England,pace,right,Right-arm medium,yes,29e8a62e
297628,Sam Billings,Samuel William Billings,England,batsman,right,,,,yes,Sam Billings,England,,,,yes,c16d4035
662973,Sam Curran,Samuel Matthew Curran,England,all-rounder,left,pace,left,Left-arm medium-fast,yes,Sam Curran,England,pace,left,Left-arm medium-fast,yes,e94915e6
555850,Sam Hain,Samuel Robert Hain,England,batsman,right,spin,right,Off Break,yes,Sam Hain,England,spin,right,Right-arm offbreak,yes,67b9536c
643885,Saqib Mahmood,Saqib Mahmood,England,bowler,right,pace,right,Right-arm fast-medium,no,,,,,,yes,0f6db197
1104697,Scott Currie,Scott William Currie,England,bowler,right,pace,right,Right-arm medium-fast,yes,Scott Currie,England,pace,right,Right-arm medium-fast,yes,c5f40e35
1334872,Shoaib Bashir,Shoaib Bashir,England,all-rounder,right,spin,right,Off Break,yes,Shoaib Bashir,England,spin,right,Right-arm offbreak,yes,e36e9dd3
1191192,Sonny Baker,Sonny Baker,England,bowler,right,pace,right,Right-arm fast,yes,Sonny Baker,England,pace,right,Right-arm fast,yes,78c12883
877051,Tom Banton,Tom Banton,England,batsman,right,,,,yes,Tom Banton,England,,,,yes,25f7b7d6
550235,Tom Curran,Thomas Kevin Curran,England,bowler,right,pace,right,Right-arm fast-medium,yes,Tom Curran,England,pace,right,Right-arm fast-medium,yes,e86754b2
1150772,Tom Hartley,Tom William Hartley,England,bowler,left,spin,left,Slow left-arm orthodox,yes,Tom Hartley,England,spin,left,Slow left-arm orthodox,yes,22b98d7c
897549,Will Jacks,William George Jacks,England,all-rounder,right,spin,right,Off Break,yes,Will Jacks,England,spin,right,Right-arm offbreak,yes,9caf69a1
665053,Zak Crawley,Zak Crawley,England,batsman,right,spin,right,Off Break,yes,Zak Crawley,England,spin,right,Right-arm offbreak,yes,922e1b19
1070183,Abhishek Sharma,Abhishek Sharma,India,batsman,left,spin,left,Slow left-arm orthodox,yes,Abhishek Sharma,India,spin,left,Slow left-arm orthodox,yes,f29185a1
1176959,Akash Deep,Akash Deep,India,bowler,right,pace,right,Right-arm fast-medium,yes,Akash Deep,India,pace,right,Right-arm fast-medium,yes,0a67aec0
1175428,Anshul Kamboj,Anshul Kamboj,India,bowler,right,pace,right,Right-arm medium,yes,Anshul Kamboj,India,pace,right,Right-arm medium,yes,fcc21ace
1125976,Arshdeep Singh,Arshdeep Singh,India,all-rounder,left,pace,left,Left-arm medium-fast,yes,Arshdeep Singh,India,pace,left,Left-arm medium-fast,yes,244048f6
694211,Avesh Khan,Avesh Khan,India,bowler,right,pace,right,Right-arm fast-medium,yes,Avesh Khan,India,pace,right,Right-arm fast-medium,yes,eef2536f
554691,Axar Patel,Axar Rajeshbhai Patel,India,all-rounder,left,spin,left,Slow left-arm orthodox,yes,Axar Patel,India,spin,left,Slow left-arm orthodox,yes,2e171977
1284214,Bhuvneshwar Kumar,Bhuvneshwar Kumar,India,bowler,right,pace,right,Right-arm medium,yes,Kalki Kumar,Malta,spin,right,Right-arm offbreak,yes,7132a1a6
1131754,Chetan Sakariya,Chetan Sakariya,India,bowler,left,pace,left,Left-arm medium-fast,yes,Chetan Sakariya,India,pace,left,Left-arm medium-fast,yes,2cdce1be
447261,Deepak Chahar,Deepak Lokandersingh Chahar,India,all-rounder,right,pace,right,Right-arm medium,yes,Deepak Chahar,India,pace,right,Right-arm medium,yes,23eeb873
497121,Deepak Hooda,Deepak Jagbir Hooda,India,batsman,right,spin,right,Off Break,yes,Deepak Hooda,India,spin,right,Right-arm offbreak,yes,73ad96ed
1119026,Devdutt Padikkal,Devdutt Padikkal,India,batsman,left,spin,right,Off Break,yes,Devdutt Padikkal,India,spin,right,Right-arm offbreak,yes,2c25d4f5
1175488,Dhruv Jurel,Dhruv Jurel,India,wicketkeeper-batsman,right,,,,no,,,,,,yes,bcf325d2
452044,Hanuma Vihari,Gade Hanuma Vihari,India,all-rounder,right,spin,right,Off Break,yes,Hanuma Vihari,India,spin,right,Right-arm offbreak,yes,94253925
625371,Hardik Pandya,Hardik Himanshu Pandya,India,all-rounder,right,pace,right,Right-arm medium-fast,yes,Hardik Pandya,India,pace,right,Right-arm medium-fast,yes,dbe50b21
1216159,Harsh Dubey,Harsh Dubey,India,bowler,left,spin,left,Slow left-arm orthodox,no,,,,,,yes,25228673
390481,Harshal Patel,Harshal Vikram Patel,India,bowler,right,pace,right,Right-arm medium,yes,Harshal Patel,India,pace,right,Right-arm medium,yes,f986ca1a
1312645,Harshit Rana,Harshit Pradeep Rana,India,bowler,right,pace,right,Right-arm fast,yes,Harshit Rana,India,pace,right,Right-arm fast,yes,77b1aa15
720471,Ishan Kishan,Ishan Kishan,India,wicketkeeper-batsman,left,,,,yes,720471,,,,,yes,752f7486
447587,J Yadav,J Yadav,India,all-rounder,right,spin,right,Off Break,no,,,,,,yes,81049310
625383,Jasprit Bumrah,Jasprit Jasbirsingh Bumrah,India,bowler,right,pace,right,Right-arm fast,yes,Jasprit Bumrah,India,pace,right,Right-arm fast,yes,462411b3
390484,Jaydev Unadkat,Jaydev Dipakbhai Unadkat,India,bowler,right,pace,left,Left-arm medium,yes,Jaydev Unadkat,India,pace,left,Left-arm medium,yes,1e66c162
721867,Jitesh Sharma,Jitesh Mohan Sharma,India,wicketkeeper-batsman,right,,,,yes,Jitesh Sharma,India,,,,yes,800d2d97
422108,KL Rahul,Kannaur Lokesh Rahul,India,wicketkeeper-batsman,right,,,,yes,KL Rahul,India,,,,yes,b17e2f24
398439,Karun Nair,Karun Nair,India,batsman,right,spin,right,Off Break,yes,Karun Nair,India,spin,right,Right-arm offbreak,yes,944533a5
942645,Khaleel Ahmed,Khaleel Khursheed Ahmed,India,bowler,right,pace,left,Left-arm fast-medium,yes,Khaleel Ahmed,India,pace,left,Left-arm fast-medium,yes,a2f46292
471342,Krunal Pandya,Krunal Himanshu Pandya,India,batsman,left,spin,left,Slow left-arm orthodox,yes,Krunal Pandya,India,spin,left,Slow left-arm orthodox,yes,5b8c830e
1163695,Kuldeep Sen,Kuldeep Rampal Sen,India,bowler,right,pace,right,Right-arm fast,yes,Kuldeep Sen,India,pace,right,Right-arm fast,yes,2e78f685
559235,Kuldeep Yadav,Kuldeep Yadav,India,bowler,left,spin,left,Left-arm wrist spin,yes,Kuldeep Yadav,India,spin,left,Left-arm wrist-spin,yes,8d2c70ad
1175426,Manav Suthar,Manav Jagdusakumar Suthar,India,all-rounder,left,spin,left,Slow left-arm orthodox,yes,Manav Suthar,India,spin,left,Slow left-arm orthodox,yes,025c4400
290630,Manish Pandey,Manish Krishnanand Pandey,India,batsman,right,pace,right,Right-arm medium,yes,Manish Pandey,India,pace,right,Right-arm medium,yes,93b4fc78
398438,Mayank Agarwal,Mayank Anurag Agarwal,India,batsman,right,spin,right,Off Break,yes,Mayank Agarwal,India,spin,right,Right-arm offbreak,yes,00ea847a
1292563,Mayank Yadav,Mayank Prabhu Yadav,India,bowler,right,pace,right,Right-arm fast,yes,Mayank Yadav,India,pace,right,Right-arm fast,yes,b1ad996b
481896,Mohammed Shami,Mohammed Shami Ahmed,India,bowler,right,pace,right,Right-arm fast,yes,Mohammed Shami,India,pace,right,Right-arm fast,yes,8cf9814c
940973,Mohammed Siraj,Mohammed Siraj,India,bowler,right,pace,right,Right-arm fast,yes,Mohammed Siraj,India,pace,right,Right-arm fast,yes,2f49c897
926851,Mukesh Kumar,Mukesh Kumar,India,bowler,right,pace,right,Right-arm medium,yes,Mukesh Kumar,India,pace,right,Right-arm medium,yes,2cffab74
700167,Navdeep Saini,Navdeep Amarjeet Saini,India,bowler,right,pace,right,Right-arm fast,yes,Navdeep Saini,India,pace,right,Right-arm fast,yes,21d4e29b
604527,Nitesh Rana,Nitesh Rana,India,batsman,left,spin,right,Off Break,no,,,,,,yes,fb2d1dda
1175496,Nitish Reddy,Nitish Kumar Reddy,India,all-rounder,right,pace,right,Right-arm medium-fast,no,,,,,,yes,aad0c365
917159,Prasidh Krishna,Muralikrishna Prasidh Krishna,India,bowler,right,pace,right,Right-arm fast-medium,yes,Prasidh Krishna,India,pace,right,Right-arm fast-medium,yes,85e0cf10
1350768,Prince Yadav,Prince Yadav,India,bowler,right,pace,right,Right-arm fast,no,,,,,,yes,80b2fb19
1070168,Prithvi Shaw,Prithvi Pankaj Shaw,India,batsman,right,spin,right,Off Break,yes,Prithvi Shaw,India,spin,right,Right-arm offbreak,yes,8b3e9c7c
1064812,Rahul Chahar,Rahul Desraj Chahar,India,bowler,right,spin,right,Leg Break Googly,yes,Rahul Chahar,India,spin,right,Legbreak googly,yes,2ed569a0
446763,Rahul Tripathi,Rahul Ajay Tripathi,India,bowler,right,pace,right,Right-arm medium,yes,Rahul Tripathi,India,pace,right,Right-arm medium,yes,77255a9e
823703,Rajat Patidar,Rajat Manohar Patidar,India,bowler,right,spin,right,Off Break,yes,Rajat Patidar,India,spin,right,Right-arm offbreak,yes,c740ea83
1079470,Ramandeep Singh,Ramandeep Singh,India,bowler,right,pace,right,Right-arm medium,yes,Ramandeep Singh,India,pace,right,Right-arm medium,yes,be24ead0
1175441,Ravi Bishnoi,Ravi Bishnoi,India,bowler,right,spin,right,Leg Break Googly,yes,Ravi Bishnoi,India,spin,right,Legbreak googly,yes,df064e1a
234675,Ravindra Jadeja,Ravindrasinh Anirudhsinh Jadeja,India,all-rounder,left,spin,left,Slow left-arm orthodox,yes,Ravindra Jadeja,India,spin,left,Slow left-arm orthodox,yes,fe93fd9d
723105,Rinku Singh,Rinku Singh,India,batsman,left,spin,right,Off Break,no,,,,,,yes,0a509d6b
931581,Rishabh Pant,Rishabh Rajendra Pant,India,wicketkeeper-batsman,left,,,,yes,Rishabh Pant,India,,,,yes,919a3be2
1079434,Riyan Parag,Riyan Parag,India,all-rounder,right,spin,right,Off Break,yes,Riyan Parag,India,spin,right,Right-arm offbreak,yes,04a418e8
34102,Rohit Sharma,Rohit Gurunath Sharma,India,all-rounder,right,spin,right,Off Break,yes,Rohit Sharma,India,spin,right,Right-arm offbreak,yes,740742ef
1060380,Ruturaj Gaikwad,Ruturaj Dashrat Gaikwad,India,batsman,right,spin,right,Off Break,yes,Ruturaj Gaikwad,India,spin,right,Right-arm offbreak,yes,45a43fe2
1048739,Sai Kishore,Ravisrinivasan Sai Kishore,India,bowler,left,spin,left,Slow left-arm orthodox,yes,Sai Kishore,India,spin,left,Slow left-arm orthodox,yes,c7a995d3
1151288,Sai Sudharsan,Bhardwaj Sai Sudharsan,India,batsman,left,spin,right,Leg Break,yes,Sai Sudharsan,India,spin,right,Legbreak,yes,d5130a30
592735,Sandeep Warrier,Sankarankutty Sandeep Warrier,India,bowler,right,pace,right,Right-arm medium,yes,Sandeep Warrier,India,pace,right,Right-arm medium,yes,cdc6bdba
425943,Sanju Samson,Sanju Viswanath Samson,India,wicketkeeper-batsman,right,,,,yes,Sanju Samson,India,,,,yes,a4cc73aa
642525,Sarfaraz Khan,Sarfaraz Naushad Khan,India,batsman,right,spin,right,Leg Break,yes,Sarfaraz Khan,India,spin,right,Legbreak,yes,f088b960
1159711,Shahbaz Ahmed,Shahbaz Ahmed,India,bowler,left,spin,left,Slow left-arm orthodox,yes,Shahbaz Ahmed,India,spin,left,Slow left-arm orthodox,yes,f9e6e7ef
31872,Shahbaz Nadeem,Shahbaz Nadeem,India,bowler,right,spin,left,Slow left-arm orthodox,yes,Shahbaz Nadeem,India,spin,left,Slow left-arm orthodox,yes,9d80c5e1
475281,Shardul Thakur,Shardul Narendra Thakur,India,all-rounder,right,pace,right,Right-arm medium,yes,Shardul Thakur,India,pace,right,Right-arm medium,yes,1abb78f8
529436,Shikhar Bharat,Kona Srikar Bharat,India,wicketkeeper-batsman,right,,,,yes,Srikar Bharat,India,,,,yes,44a89551
714451,Shivam Dube,Shivam Dube,India,all-rounder,left,pace,right,Right-arm medium,yes,Shivam Dube,India,pace,right,Right-arm medium,yes,a4e37e47
1079848,Shivam Mavi,Shivam Pankaj Mavi,India,bowler,right,pace,right,Right-arm fast-medium,yes,Shivam Mavi,India,pace,right,Right-arm fast-medium,yes,c38d3503
642519,Shreyas Iyer,Shreyas Santosh Iyer,India,batsman,right,spin,right,Off Break,yes,Shreyas Iyer,India,spin,right,Right-arm offbreak,yes,85ec8e33
1070173,Shubman Gill,Shubman Gill,India,batsman,right,spin,right,Off Break,yes,Shubman Gill,India,spin,right,Right-arm offbreak,yes,b4b99816
446507,Suryakumar Yadav,Suryakumar Ashok Yadav,India,batsman,right,pace,right,Right-arm medium,yes,Suryakumar Yadav,India,pace,right,Right-arm medium,yes,271f83cd
802575,T Natarajan,Thangarasu Natarajan,India,bowler,left,pace,left,Left-arm medium,yes,T Natarajan,India,pace,left,Left-arm medium,yes,ce794613
1170265,Tilak Varma,Tilak Varma,India,batsman,left,spin,right,Off Break,no,,,,,,yes,b0482a1d
822553,Tushar Deshpande,Tushar Uday Deshpande,India,bowler,left,pace,right,Right-arm medium-fast,yes,Tushar Deshpande,India,pace,right,Right-arm medium-fast,yes,46a9bea1
376116,Umesh Yadav,Umeshkumar Tilak Yadav,India,bowler,right,pace,right,Right-arm fast,yes,Umesh Yadav,India,pace,right,Right-arm fast,yes,cc1e8c68
1246528,Umran Malik,Umran Malik,India,bowler,right,pace,right,Right-arm fast,yes,Umran Malik,India,pace,right,Right-arm fast,yes,81c08fa3
1108375,Varun Chakravarthy,Varun Chakravarthy Vinod,India,bowler,right,spin,right,Leg Break Googly,yes,Varun Chakravarthy,India,spin,right,Legbreak googly,yes,5b7ab5a9
851403,Venkatesh Iyer,Venkatesh Rajasekaran Iyer,India,batsman,left,pace,right,Right-arm medium,yes,Venkatesh Iyer,India,pace,right,Right-arm medium,yes,a24be938
253802,Virat Kohli,Virat Kohli,India,all-rounder,right,pace,right,Right-arm medium,no,,,,,,yes,ba607b88
719715,Washington Sundar,Washington Sundar,India,all-rounder,left,spin,right,Off Break,yes,Washington Sundar,India,spin,right,Right-arm offbreak,yes,f19ccfad
1151278,Yashasvi Jaiswal,Yashasvi Bhupendra Kumar Jaiswal,India,batsman,left,spin,right,Leg Break,yes,Yashasvi Jaiswal,India,spin,right,Legbreak,yes,6c19c6e5
430246,Yuzvendra Chahal,Yuzvendra Singh Chahal,India,bowler,right,spin,right,Leg Break Googly,yes,Yuzvendra Chahal,India,spin,right,Legbreak googly,yes,57ee1fde
303423,Andrew Balbirnie,Andrew Balbirnie,Ireland,batsman,right,spin,right,Off Break,yes,Andy Balbirnie,Ireland,spin,right,Right-arm offbreak,yes,6ef13460
417381,Andrew McBrine,Andrew Robert McBrine,Ireland,all-rounder,left,spin,right,Off Break,yes,Andy McBrine,Ireland,spin,right,Right-arm offbreak,yes,e957b38f
348059,Barry McCarthy,Barry John McCarthy,Ireland,all-rounder,right,pace,right,Right-arm fast-medium,yes,Barry McCarthy,Ireland,pace,right,Right-arm fast-medium,yes,3766056b
928059,Ben White,Benjamin White,Ireland,bowler,right,spin,right,Leg Break,no,,,,,,yes,1a448be0
1193295,Benjamin Calitz,Benjamin Fredeman Calitz,Ireland,bowler,left,,right,Right-arm slow,yes,Ben Calitz,Ireland,,right,Right-arm slow,yes,24ad97e7
946283,Cade Carmichael,Cade Mitchell Carmichael,Ireland,batsman,right,pace,right,Right-arm medium,yes,Cade Carmichael,Ireland,pace,right,Right-arm medium,yes,f3b158d9
1229953,Conor Olphert,Conor Olphert,Ireland,bowler,right,pace,right,Right-arm medium,yes,Conor Olphert,Ireland,pace,right,Right-arm medium,yes,7afc806f
364343,Craig Young,Craig Alexander Young,Ireland,all-rounder,right,pace,right,Right-arm fast-medium,yes,Craig Young,Ireland,pace,right,Right-arm fast-medium,yes,bd0a4a7d
595921,Curtis Campher,Curtis Campher,Ireland,all-rounder,right,pace,right,Right-arm medium-fast,yes,Curtis Campher,Ireland,pace,right,Right-arm medium-fast,yes,478a63e7
571707,Edward Kane,Tyrone Edward Kane,Ireland,bowler,right,pace,right,Right-arm medium-fast,yes,Tyrone Kane,Ireland,pace,right,Right-arm medium-fast,yes,af28816c
1099225,Fionn Hand,Fionn Philip Hand,Ireland,bowler,right,pace,right,Right-arm medium,yes,Fionn Hand,Ireland,pace,right,Right-arm medium,yes,e3fe4b49
1099379,Gareth Delany,Gareth James Delany,Ireland,all-rounder,right,spin,right,Leg Break Googly,yes,Gareth Delany,Ireland,spin,right,Legbreak googly,yes,33b3d2df
1195662,Gavin Hoey,Gavin Hoey,Ireland,bowler,right,spin,right,Leg Break,yes,Gavin Hoey,Ireland,spin,right,Legbreak,yes,19d0a172
348034,George Dockrell,George Henry Dockrell,Ireland,all-rounder,right,spin,left,Slow left-arm orthodox,yes,George Dockrell,Ireland,spin,left,Slow left-arm orthodox,yes,99cddc5e
379144,Graham Hume,Graham Ian Hume,Ireland,bowler,left,pace,right,Right-arm fast-medium,yes,Graham Hume,Ireland,pace,right,Right-arm fast-medium,yes,25550d06
961407,Harry Tector,Harry Tom Tector,Ireland,batsman,right,spin,right,Off Break,yes,Harry Tector,Ireland,spin,right,Right-arm offbreak,yes,59ea70a4
470917,James McCollum,James Alexander McCollum,Ireland,bowler,right,pace,right,Right-arm medium,yes,James McCollum,Ireland,pace,right,Right-arm medium,yes,c7105dab
1394079,Jordan Neill,Jordan Enno Neill,Ireland,all-rounder,right,pace,right,Right-arm medium-fast,yes,Jordan Neill,Ireland,pace,right,Right-arm medium-fast,yes,8bb34d86
928067,Josh Little,Josh Little,Ireland,bowler,left,pace,left,Left-arm fast-medium,no,,,,,,yes,9061a703
928057,Lorcan Tucker,Lorcan Tucker,Ireland,wicketkeeper-batsman,right,,,,no,,,,,,yes,3979b5e0
526441,Mark Adair,Mark Richard Adair,Ireland,all-rounder,right,pace,right,Right-arm fast-medium,yes,Mark Adair,Ireland,pace,right,Right-arm fast-medium,yes,fc55ec67
1263361,Matthew Humphreys,Matthew James Humphreys,Ireland,bowler,right,spin,left,Slow left-arm orthodox,yes,Matthew Humphreys,Ireland,spin,left,Slow left-arm orthodox,yes,2c54c49b
594992,Murray Commins,Murray Commins,Ireland,batsman,left,,,,yes,Murray Commins,Ireland,,,,yes,c537cf4d
1112535,Neil Rock,Neil Alan Rock,Ireland,wicketkeeper,left,,,,yes,Neil Rock,Ireland,,,,yes,43f4087c
