format,playerId,name,fullName,nationality,role,battingHand,hasCricsheetId,paceRuns,paceBalls,paceOuts,paceAverage,paceStrikeRate,paceFours,paceSixes,paceMetadataBowlerDeliveries,pacePlayerJsonBowlerDeliveries,spinRuns,spinBalls,spinOuts,spinAverage,spinStrikeRate,spinFours,spinSixes,spinMetadataBowlerDeliveries,spinPlayerJsonBowlerDeliveries
odi,1398125,Hasan Nawaz,Hasan Nawaz,Pakistan,batsman,right,yes,70,58,0,,120.69,5,3,24,41,43,67,2,21.5,64.18,0,3,67,0
odi,1171127,Haseebullah Khan,Haseebullah Khan,Pakistan,batsman,left,yes,0,2,0,,0.0,0,0,0,2,0,12,2,0.0,0.0,0,0,12,0
odi,628240,Hussain Talat,Mohammad Hussain Talat,Pakistan,batsman,left,yes,106,124,1,106.0,85.48,8,1,81,54,118,153,7,16.86,77.12,11,1,131,24
odi,480603,Iftikhar Ahmed,Iftikhar Ahmed,Pakistan,all-rounder,right,yes,327,256,8,40.88,127.73,29,15,256,13,200,228,6,33.33,87.72,18,1,220,8
odi,568276,Imam-ul-Haq,Imam-ul-Haq,Pakistan,batsman,left,yes,1928,2378,37,52.11,81.08,190,14,2385,81,916,1032,22,41.64,88.76,45,15,972,75
odi,1402359,Jahandad Khan,Jahandad Khan,Pakistan,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,623636,Kamran Ghulam,Kamran Ghulam,Pakistan,batsman,right,yes,108,103,3,36.0,104.85,11,3,97,7,78,77,3,26.0,101.3,5,5,77,0
odi,1282247,Kashif Ali,Kashif Ali,Pakistan,bowler,,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1329699,Khawaja Nafay,Khawaja Muhammad Nafay,Pakistan,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,716733,Khushdil Shah,Khushdil Shah,Pakistan,all-rounder,left,yes,186,147,6,31.0,126.53,17,8,150,0,129,175,4,32.25,73.71,6,2,178,0
odi,1244154,Maaz Sadaqat,Maaz Sadaqat,Pakistan,all-rounder,left,yes,110,93,3,36.67,118.28,11,6,91,5,24,26,3,8.0,92.31,4,0,14,12
odi,556684,Mir Hamza,Mir Hamza,Pakistan,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,652507,Mirza Baig,Mirza Baig,Pakistan,batsman,,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,389666,Mohammad Abbas,Mohammad Abbas,Pakistan,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,343069,Mohammad Ali,Mohammad Ali,Pakistan,bowler,,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1205559,Mohammad Haris,Mohammad Haris,Pakistan,wicketkeeper,right,yes,21,22,3,7.0,95.45,1,1,22,0,9,13,1,9.0,69.23,1,0,14,0
odi,1158100,Mohammad Hasnain,Mohammad Hasnain,Pakistan,bowler,right,yes,48,27,1,48.0,177.78,8,1,25,2,5,7,2,2.5,71.43,1,0,7,0
odi,348148,Mohammad Nawaz,Mohammad Nawaz,Pakistan,all-rounder,left,yes,293,305,13,22.54,96.07,28,8,288,34,202,259,8,25.25,77.99,7,8,254,8
odi,323389,Mohammad Rizwan,Mohammad Rizwan,Pakistan,wicketkeeper-batsman,right,yes,1484,1663,40,37.1,89.24,145,17,1523,187,1362,1676,28,48.64,81.26,97,18,1629,67
odi,1185538,Mohammad Wasim,Mohammad Wasim,Pakistan,bowler,right,yes,69,71,7,9.86,97.18,6,3,69,7,25,30,4,6.25,83.33,1,2,29,1
odi,1217487,Mubasir Khan,Mubasir Khan,Pakistan,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1212781,Muhammad Hurraira,Muhammad Hurraira,Pakistan,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1199426,Muhammad Irfan,Muhammad Irfan Khan,Pakistan,bowler,right,yes,31,38,4,7.75,81.58,1,1,34,6,15,27,1,15.0,55.56,2,0,27,0
odi,1158088,Naseem Shah,Naseem Shah,Pakistan,bowler,right,yes,106,132,9,11.78,80.3,8,4,129,12,90,88,1,90.0,102.27,1,8,90,0
odi,238672,Noman Ali,Noman Ali,Pakistan,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1126059,Omair Yousuf,Omair Bin Yousuf,Pakistan,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1185475,Qasim Akram,Qasim Akram,Pakistan,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1092313,Rohail Nazir,Rohail Nazir,Pakistan,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1339104,Saad Masood,Chaudhry Saad Masood,Pakistan,all-rounder,right,yes,17,20,1,17.0,85.0,2,0,20,0,21,24,0,,87.5,3,0,12,12
odi,647785,Sahibzada Farhan,Sahibzada Farhan,Pakistan,batsman,right,yes,84,99,4,21.0,84.85,10,0,100,2,17,34,2,8.5,50.0,0,0,15,19
odi,1161031,Saim Ayub,Saim Ayub,Pakistan,all-rounder,left,yes,494,517,13,38.0,95.55,61,16,417,123,250,225,3,83.33,111.11,26,5,229,0
odi,623977,Salman Agha,Salman Agha,Pakistan,all-rounder,right,yes,688,662,20,34.4,103.93,69,12,597,90,817,893,13,62.85,91.49,63,16,840,72
odi,1252522,Salman Mirza,Mohammad Salman Mirza,Pakistan,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,652687,Saud Shakeel,Saud Shakeel,Pakistan,batsman,left,yes,203,268,5,40.6,75.75,22,0,242,39,171,168,8,21.38,101.79,18,1,174,0
odi,922943,Shadab Khan,Shadab Khan,Pakistan,all-rounder,right,yes,465,520,21,22.14,89.42,31,11,482,57,346,469,8,43.25,73.77,15,9,473,0
odi,1072470,Shaheen Afridi,Shaheen Shah Afridi,Pakistan,bowler,left,yes,224,253,13,17.23,88.54,22,8,235,23,97,121,10,9.7,80.17,6,5,113,9
odi,1203995,Shahnawaz Dahani,Shahnawaz Dahani,Pakistan,bowler,right,yes,4,3,0,,133.33,0,0,3,0,0,0,0,,,0,0,0,0
odi,1339105,Shamyl Hussain,Shamyl Hussain,Pakistan,batsman,left,yes,4,12,2,2.0,33.33,0,0,14,0,6,17,0,,35.29,0,0,0,17
odi,233901,Shan Masood,Shan Masood Khan,Pakistan,batsman,left,yes,108,149,7,15.43,72.48,16,0,157,0,55,85,2,27.5,64.71,3,0,85,0
odi,227762,Sharjeel Khan,Sharjeel Khan,Pakistan,batsman,left,yes,586,491,18,32.56,119.35,84,17,501,0,191,172,6,31.83,111.05,16,10,174,0
odi,43266,Sohaib Maqsood,Sohaib Maqsood,Pakistan,batsman,right,yes,434,567,17,25.53,76.54,36,8,584,5,284,291,5,56.8,97.59,18,10,293,0
odi,1329697,Sufyan Moqim,Sufyan Moqim,Pakistan,bowler,left,yes,15,17,1,15.0,88.24,1,1,16,1,0,0,0,,,0,0,0,0
odi,824159,Tayyab Tahir,Tayyab Tahir,Pakistan,bowler,right,yes,114,102,5,22.8,111.76,12,2,102,9,67,73,2,33.5,91.78,6,1,74,0
odi,647667,Usama Mir,Usama Mir,Pakistan,bowler,right,yes,26,16,3,8.67,162.5,1,3,17,0,12,13,1,12.0,92.31,1,0,13,0
odi,348152,Usman Qadir,Usman Qadir,Pakistan,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1333415,Usman Tariq,Usman Tariq,Pakistan,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,43685,Yasir Shah,Yasir Shah,Pakistan,bowler,right,yes,85,91,4,21.25,93.41,5,1,94,0,42,58,2,21.0,72.41,4,0,59,0
odi,348154,Zafar Gohar,Zafar Gohar Khan,Pakistan,all-rounder,left,yes,15,15,1,15.0,100.0,0,1,15,0,0,0,0,,,0,0,0,0
odi,433614,Zahid Mahmood,Zahid Mahmood,Pakistan,bowler,right,yes,9,9,0,,100.0,0,1,10,0,0,1,0,,0.0,0,0,2,0
odi,1272475,Zaman Khan,Zaman Khan,Pakistan,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,600498,Aiden Markram,Aiden Kyle Markram,South Africa,batsman,right,yes,1488,1498,39,38.15,99.33,184,35,1466,78,968,1021,28,34.57,94.81,68,20,939,91
odi,540316,Andile Phehlukwayo,Andile Lucky Phehlukwayo,South Africa,all-rounder,left,yes,528,545,23,22.96,96.88,50,22,554,8,266,381,13,20.46,69.82,23,9,361,31
odi,1070754,Andile Simelane,Andile Simelane,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,481979,Anrich Nortje,Anrich Arno Nortje,South Africa,bowler,right,yes,26,29,4,6.5,89.66,3,0,26,4,14,30,2,7.0,46.67,0,0,30,0
odi,379927,Beuran Hendricks,Beuran Eric Hendricks,South Africa,bowler,left,yes,17,33,2,8.5,51.52,2,0,33,0,7,12,0,,58.33,0,0,12,0
odi,553249,Bjorn Fortuin,Bjorn Carl Fortuin,South Africa,all-rounder,right,yes,43,56,3,14.33,76.79,3,0,57,0,18,40,5,3.6,45.0,0,1,37,3
odi,596137,Clyde Fortuin,Clyde Fortuin,South Africa,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,949461,Codi Yusuf,Codi Ethan Yusuf,South Africa,bowler,right,yes,1,3,0,,33.33,0,0,3,0,4,8,1,4.0,50.0,1,0,8,0
odi,429224,Connor Esterhuizen,Connor Esterhuizen,South Africa,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,594322,Corbin Bosch,Corbin Bosch,South Africa,all-rounder,right,yes,159,136,2,79.5,116.91,18,3,130,11,111,112,4,27.75,99.11,11,2,84,29
odi,327947,Dane Paterson,Dane Paterson,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,379926,Dane Piedt,Dane Leeroy Piedt,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,501907,Daryn Dupavillon,Daryn Miles Dupavillon,South Africa,bowler,right,yes,17,10,1,17.0,170.0,2,1,10,0,0,0,0,,,0,0,0,0
odi,498585,David Bedingham,David Guy Bedingham,South Africa,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,321777,David Miller,David Andrew Miller,South Africa,batsman,left,yes,2721,2421,63,43.19,112.39,233,79,2464,47,1641,1750,33,49.73,93.77,92,58,1733,41
odi,1070665,Dewald Brevis,Dewald Brevis,South Africa,batsman,right,yes,118,93,3,39.33,126.88,6,9,98,0,112,66,5,22.4,169.7,4,11,68,2
odi,23585,Dian Forrester,Dian Forrester,South Africa,batsman,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,698315,Donovan Ferreira,Donovan Ferreira,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,10,22,2,5.0,45.45,1,0,22,0
odi,486679,Duanne Olivier,Duanne Olivier,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,327830,Dwaine Pretorius,Dwaine Pretorius,South Africa,all-rounder,right,yes,107,138,9,11.89,77.54,9,2,145,0,85,86,2,42.5,98.84,5,3,82,5
odi,698343,Eathan Bosch,Eathan Bosch,South Africa,bowler,right,yes,7,9,0,,77.78,0,0,9,0,0,0,0,,,0,0,0,0
odi,481975,Edward Moore,Edward Michael Moore,South Africa,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,481875,George Linde,George Fredrik Linde,South Africa,all-rounder,left,yes,10,6,1,10.0,166.67,1,0,8,0,19,31,1,19.0,61.29,2,0,26,6
odi,596010,Gerald Coetzee,Gerald Coetzee,South Africa,bowler,right,yes,37,43,4,9.25,86.05,3,1,41,2,20,47,2,10.0,42.55,1,0,47,0
odi,594329,Gerrit Snyman,Gerrit Jacques Snyman,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,481803,Glenton Stuurman,Glenton Anric Stuurman,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,605680,Janneman Malan,Janneman Nieuwoudt Malan,South Africa,batsman,right,yes,589,692,13,45.31,85.12,75,7,668,49,351,442,7,50.14,79.41,19,9,379,66
odi,498582,Jason Smith,Jason Franswyn Smith,South Africa,batsman,right,yes,94,103,1,94.0,91.26,9,4,108,0,38,41,1,38.0,92.68,1,2,43,0
odi,1255248,Jordan Hermann,Jordan Hermann,South Africa,batsman,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,545467,Junior Dala,Carl Junior Dala,South Africa,bowler,right,yes,8,6,1,8.0,133.33,1,0,6,0,0,0,0,,,0,0,0,0
odi,550215,Kagiso Rabada,Kagiso Rabada,South Africa,bowler,left,yes,266,280,15,17.73,95.0,24,9,279,3,109,198,7,15.57,55.05,5,3,194,8
odi,485676,Keegan Petersen,Keegan Darryl Petersen,South Africa,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,267724,Keshav Maharaj,Keshav Athmanand Maharaj,South Africa,bowler,right,yes,241,268,12,20.08,89.93,31,2,271,14,83,131,11,7.55,63.36,6,2,119,14
odi,318842,Khayelihle Zondo,Khayelihle Zondo,South Africa,bowler,right,yes,53,84,0,,63.1,3,0,86,0,85,132,5,17.0,64.39,5,3,134,0
odi,1294342,Kwena Maphaka,Kwena Tshegofatso Maphaka,South Africa,bowler,left,yes,1,2,1,1.0,50.0,0,0,2,0,0,6,2,0.0,0.0,0,0,4,2
odi,595004,Kyle Verreynne,Kyle Verreynne,South Africa,wicketkeeper-batsman,right,yes,308,295,8,38.5,104.41,30,10,295,7,213,278,4,53.25,76.62,9,1,257,23
odi,596073,Lesego Senokwane,Lesego Senokwane,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1385640,Lhuan-dre Pretorius,Lhuan-dre Gilbert Pretorius,South Africa,batsman,left,yes,94,92,1,94.0,102.17,16,1,87,7,48,53,2,24.0,90.57,2,2,37,16
odi,379887,Lizaad Williams,Lizaad Buyron Williams,South Africa,bowler,left,yes,11,15,4,2.75,73.33,1,0,15,0,7,11,0,,63.64,1,0,11,0
odi,542023,Lungi Ngidi,Lungisani True-man Ngidi,South Africa,bowler,right,yes,61,141,6,10.17,43.26,2,2,143,3,58,97,6,9.67,59.79,5,4,93,5
odi,698143,Lutho Sipamla,Lubabalo Lutho Sipamla,South Africa,bowler,right,yes,14,19,0,,73.68,0,0,20,0,0,0,0,,,0,0,0,0
odi,696401,Marco Jansen,Marco Jansen,South Africa,all-rounder,right,yes,360,288,9,40.0,125.0,27,18,278,26,193,202,12,16.08,95.54,17,7,195,9
odi,595267,Matthew Breetzke,Matthew Paul Breetzke,South Africa,batsman,right,yes,403,395,6,67.17,102.03,40,10,397,13,303,333,5,60.6,90.99,20,7,307,26
odi,948593,Mihlali Mpongwana,Mihlali Mpongwana,South Africa,bowler,right,yes,1,2,0,,50.0,0,0,2,0,0,0,0,,,0,0,0,0
odi,971349,Nandre Burger,Nandre Burger,South Africa,bowler,left,yes,25,57,1,25.0,43.86,2,0,59,0,14,35,2,7.0,40.0,0,0,36,0
odi,742489,Neil Brand,Neil Brand,South Africa,batsman,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,946483,Nqabayomzi Peter,Nqabayomzi Peter,South Africa,bowler,right,yes,3,7,1,3.0,42.86,0,0,7,0,13,24,0,,54.17,2,0,24,0
odi,1414819,Nqobani Mokoena,Nqobani Mokoena,South Africa,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,535353,Ottneil Baartman,Ottneil Emile Graham Baartman,South Africa,bowler,right,yes,13,31,1,13.0,41.94,0,0,32,0,3,6,0,,50.0,0,0,6,0
odi,499560,Patrick Kruger,Patrick Earl Kruger,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,266268,Pite van Biljon,Petrus Johannes van Biljon,South Africa,wicketkeeper-batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,437438,Prenelan Subrayen,Prenelan Subrayen,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,18,18,1,18.0,100.0,1,1,18,0
odi,379143,Quinton de Kock,Quinton de Kock,South Africa,wicketkeeper-batsman,left,yes,4231,4359,95,44.54,97.06,525,77,4415,81,2378,2453,49,48.53,96.94,216,49,2295,173
odi,337790,Rassie van der Dussen,Hendrik Erasmus van der Dussen,South Africa,batsman,right,yes,1230,1497,28,43.93,82.16,93,26,1481,60,1264,1385,24,52.67,91.26,104,20,1319,79
odi,595380,Raynard van Tonder,Raynard van Tonder,South Africa,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,269280,Reeza Hendricks,Reeza Raphael Hendricks,South Africa,batsman,right,yes,543,779,26,20.88,69.7,69,2,778,23,377,389,7,53.86,96.92,29,7,371,23
odi,318845,Rilee Rossouw,Rilee Roscoe Rossouw,South Africa,batsman,left,yes,855,832,18,47.5,102.76,104,15,857,0,352,431,10,35.2,81.67,23,7,436,0
odi,698321,Ruan de Swardt,Ruan de Swardt,South Africa,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,605661,Ryan Rickelton,Ryan David Rickelton,South Africa,wicketkeeper-batsman,left,yes,261,332,11,23.73,78.61,35,1,315,28,90,88,4,22.5,102.27,5,4,83,5
odi,324260,Sarel Erwee,Sarel Johannes Erwee,South Africa,batsman,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,535393,Senuran Muthusamy,Senuran Muthusamy,South Africa,all-rounder,left,yes,6,9,3,2.0,66.67,0,0,7,2,16,16,0,,100.0,2,0,10,6
odi,393289,Shaun von Berg,Shaun von Berg,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,432960,Simon Harmer,Simon Ross Harmer,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,952207,Sinethemba Qeshile,Sinethemba Qeshile,South Africa,batsman,right,yes,15,13,0,,115.38,3,0,14,0,7,10,1,7.0,70.0,0,0,10,0
odi,379776,Sisanda Magala,Sisanda Somila Bruce Magala,South Africa,bowler,right,yes,17,19,2,8.5,89.47,2,0,20,0,1,5,1,1.0,20.0,0,0,5,0
odi,379145,Tabraiz Shamsi,Tabraiz Shamsi,South Africa,bowler,right,yes,19,36,3,6.33,52.78,2,0,36,2,20,33,1,20.0,60.61,2,0,18,15
odi,372116,Temba Bavuma,Temba Bavuma,South Africa,batsman,right,yes,1170,1313,28,41.79,89.11,122,20,1330,21,698,795,16,43.62,87.8,64,6,744,61
odi,486672,Theunis de Bruyn,Theunis Booysen de Bruyn,South Africa,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,697183,Tony de Zorzi,Tony de Zorzi,South Africa,batsman,left,yes,396,392,6,66.0,101.02,52,7,394,21,230,215,9,25.56,106.98,15,13,186,32
odi,595978,Tristan Stubbs,Tristan Stubbs,South Africa,batsman,right,yes,226,268,6,37.67,84.33,14,4,273,8,135,140,4,33.75,96.43,3,5,140,2
odi,594235,Tshepo Moreki,Tshepo Lebohang Moreki,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,265564,Wayne Parnell,Wayne Dillon Parnell,South Africa,all-rounder,left,yes,328,351,18,18.22,93.45,28,5,369,0,165,267,5,33.0,61.8,7,3,270,0
odi,698189,Wiaan Mulder,Pieter Willem Adriaan Mulder,South Africa,all-rounder,right,yes,181,169,11,16.45,107.1,20,3,175,0,79,124,5,15.8,63.71,5,0,111,14
odi,429886,Wihan Lubbe,Wihan Johannes Lubbe,South Africa,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,550187,Zubayr Hamza,Zubayr Hamza,South Africa,batsman,right,yes,37,49,1,37.0,75.51,4,1,52,0,19,30,0,,63.33,1,0,30,0
odi,574178,Akila Dananjaya,Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera,Sri Lanka,all-rounder,left,yes,189,203,15,12.6,93.1,19,3,209,0,121,221,6,20.17,54.75,9,0,223,0
odi,49764,Angelo Mathews,Angelo Davis Mathews,Sri Lanka,all-rounder,right,yes,2952,3229,90,32.8,91.42,286,23,3335,28,2144,2881,35,61.26,74.42,119,55,2896,42
odi,958691,Ashen Bandara,Koralegedera Nadeeja Ashen Bandara,Sri Lanka,batsman,right,yes,37,58,2,18.5,63.79,3,0,58,0,104,159,2,52.0,65.41,6,1,131,28
odi,786925,Asitha Fernando,Asitha Madusanka Fernando,Sri Lanka,bowler,right,yes,6,19,2,3.0,31.58,0,0,19,0,1,13,1,1.0,7.69,0,0,13,0
odi,784369,Avishka Fernando,Weerahandige Inol Avishka Fernando,Sri Lanka,batsman,right,yes,971,1026,36,26.97,94.64,119,18,1049,28,410,536,10,41.0,76.49,27,5,512,29
odi,342619,Bhanuka Rajapaksa,Pramod Bhanuka Bandara Rajapaksa,Sri Lanka,batsman,left,yes,33,26,2,16.5,126.92,7,0,27,0,56,59,3,18.67,94.92,7,2,55,5
odi,629080,Binura Fernando,Binura Fernando,Sri Lanka,bowler,right,yes,25,30,3,8.33,83.33,4,0,31,0,1,6,0,,16.67,0,0,6,0
odi,1186658,C Wickramasinghe,Chamindu Wickramasinghe,Sri Lanka,bowler,left,yes,28,67,2,14.0,41.79,2,0,73,0,30,33,0,,90.91,2,1,33,0
odi,1210293,Chamika Gunasekara,Chamika Deemantha Gunasekara,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,623695,Chamika Karunaratne,Chamika Karunaratne,Sri Lanka,all-rounder,right,yes,246,340,12,20.5,72.35,19,3,350,5,156,207,6,26.0,75.36,9,3,208,0
odi,784367,Charith Asalanka,Kariyawasam Indipalage Charith Asalanka,Sri Lanka,all-rounder,left,yes,1132,1223,35,32.34,92.56,110,27,1223,48,1243,1428,25,49.72,87.04,88,29,1265,182
odi,345821,Danishka Gunathilaka,Mashtayage Danushka Gunathilaka,Sri Lanka,all-rounder,left,yes,996,1097,28,35.57,90.79,120,16,1141,3,480,597,12,40.0,80.4,38,3,519,93
odi,437316,Dasun Shanaka,Madagamagamage Dasun Shanaka,Sri Lanka,all-rounder,right,yes,637,647,21,30.33,98.45,56,20,657,11,476,611,25,19.04,77.91,26,17,573,45
odi,792519,Dhananjaya Lakshan,Pothotuwa Arachchige Dhananjaya Lakshan,Sri Lanka,bowler,left,yes,1,4,1,1.0,25.0,0,0,4,0,1,5,0,,20.0,0,0,5,0
odi,465793,Dhananjaya de Silva,Dhananjaya Maduranga de Silva,Sri Lanka,all-rounder,right,yes,988,1174,37,26.7,84.16,116,9,1192,31,766,1072,30,25.53,71.46,60,6,1055,32
odi,793007,Dilshan Madushanka,Lokumarakkalage Dilahan Madushanka,Sri Lanka,bowler,right,yes,24,36,1,24.0,66.67,4,0,37,0,12,39,2,6.0,30.77,1,0,39,0
odi,227772,Dimuth Karunaratne,Frank Dimuth Madushanka Karunaratne,Sri Lanka,batsman,left,yes,672,899,25,26.88,74.75,74,1,904,27,349,409,9,38.78,85.33,23,0,371,43
odi,300628,Dinesh Chandimal,Lokuge Dinesh Chandimal,Sri Lanka,wicketkeeper-batsman,right,yes,1779,2427,64,27.8,73.3,149,15,2504,0,1520,2068,41,37.07,73.5,67,23,2080,11
odi,1152427,Dunith Wellalage,Dunith Nethmika Wellalage,Sri Lanka,bowler,left,yes,182,205,10,18.2,88.78,15,6,209,4,207,271,10,20.7,76.38,14,4,263,11
odi,721041,Dushan Hemantha,Munasinghe Arachchige Dushan Ishara Hemantha,Sri Lanka,bowler,right,yes,13,11,1,13.0,118.18,1,1,13,0,4,8,0,,50.0,1,0,8,0
odi,552152,Dushmantha Chameera,Pathira Vasan Dushmantha Chameera,Sri Lanka,bowler,right,yes,193,304,16,12.06,63.49,14,3,316,0,82,156,4,20.5,52.56,7,0,156,2
odi,1306214,Eshan Malinga,Kiribathgala Kankanamalage Eshan Malinga Dharmasena,Sri Lanka,bowler,left,yes,13,43,2,6.5,30.23,2,0,44,0,0,10,0,,0.0,0,0,10,0
odi,681681,Janith Liyanage,Kongala Liyanage Janith Vimukthi,Sri Lanka,batsman,right,yes,534,561,13,41.08,95.19,49,14,566,16,441,563,8,55.12,78.33,26,12,484,85
odi,370040,Jeffrey Vandersay,Jeffrey Dexter Francis Vandersay,Sri Lanka,all-rounder,right,yes,60,126,8,7.5,47.62,3,0,123,9,67,127,2,33.5,52.76,3,0,129,0
odi,1075863,Kamil Mishara,Rajapaksha Vidana Pathiranalage Kamil Mishara,Sri Lanka,batsman,left,yes,130,151,3,43.33,86.09,19,2,135,22,18,20,3,6.0,90.0,1,0,20,0
odi,784373,Kamindu Mendis,Pasqual Handi Kamindu Dilanka Mendis,Sri Lanka,all-rounder,left,yes,318,342,14,22.71,92.98,28,13,341,10,207,320,7,29.57,64.69,12,1,290,32
odi,499594,Kasun Rajitha,Chandrasekara Arachchilage Kasun Rajitha,Sri Lanka,bowler,right,yes,84,118,6,14.0,71.19,10,1,106,15,19,52,3,6.33,36.54,2,0,56,0
odi,629074,Kusal Mendis,Balapuwaduge Kusal Gimhan Mendis,Sri Lanka,wicketkeeper-batsman,right,yes,2420,2891,76,31.84,83.71,286,33,2832,132,1986,2146,46,43.17,92.54,171,38,2016,147
odi,300631,Kusal Perera,Mathurage Don Kusal Janith Perera,Sri Lanka,wicketkeeper-batsman,left,yes,1905,1928,71,26.83,98.81,241,29,1949,40,942,1157,20,47.1,81.42,76,16,1054,114
odi,784375,Lahiru Kumara,Chandradasa Brahammana Ralalage Lahiru Sudesh Kumara,Sri Lanka,all-rounder,left,yes,42,82,7,6.0,51.22,5,1,80,5,16,52,4,4.0,30.77,3,0,52,0
odi,428366,Lahiru Madushanka,Lahiru Dilshan Madushanka,Sri Lanka,bowler,right,yes,14,26,3,4.67,53.85,2,0,15,11,0,0,0,,,0,0,0,0
odi,924551,Lahiru Samarakoon,Samarakoon Mudiyanselage Lahiru Dharshana Samarakoon,Sri Lanka,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,704693,Lahiru Udara,Lahiru Udara Igalagamage,Sri Lanka,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,429738,Lakshan Sandakan,Paththamperuma Arachchige Don Lakshan Rangika Sandakan,Sri Lanka,all-rounder,right,yes,50,108,8,6.25,46.3,4,0,113,2,14,31,3,4.67,45.16,0,0,26,5
odi,1027867,Lasith Croospulle,Dian Lasith Shenan Croospulle,Sri Lanka,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,848109,Lasith Embuldeniya,Lasith Embuldeniya,Sri Lanka,all-rounder,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
odi,1138316,Maheesh Theekshana,Morawakage Maheesh Theekshana,Sri Lanka,all-rounder,right,yes,170,312,14,12.14,54.49,12,1,328,6,114,245,4,28.5,46.53,7,0,218,28
